,capability,color,decorative,family,file,fontformat,fontversion,foundry,fullname,index,langs,outline,postscriptname,scalable,scripts,slant,style,symbol,variable,weight,width,antialias,pixelsize,spacing,size
286,otlayout:zanb,False,False,"[('en', 'BabelStone Zanabazar')]",ACW/BabelStoneZanabazar.ttf,TrueType,655426,ACW ,"[('en', 'BabelStone Zanabazar')]",0,sw rw kj ng io uz st sn ho ia kwm nr zu om ss ms za rn xh so ts fj,True,BabelStoneZanabazar,True,common inherited latin tibetan zanabazar_square,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,"(0.0, 3276.75)"
287,otlayout:DFLT otlayout:latn otlayout:thai,False,False,"[('en', 'Bai Jamjuree')]",CDK/BaiJamjuree-Bold.ttf,TrueType,65536,CDK ,"[('en', 'Bai Jamjuree Bold')]",0,an en ty gl tr smn kj hr mt is gn st vi bin no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro wo oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi th de za na lb ts ht,True,BaiJamjuree-Bold,True,common greek inherited latin thai unknown,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
288,otlayout:DFLT otlayout:latn otlayout:thai,False,False,"[('en', 'Bai Jamjuree')]",CDK/BaiJamjuree-BoldItalic.ttf,TrueType,65536,CDK ,"[('en', 'Bai Jamjuree Bold Italic')]",0,an en ty gl tr smn kj hr mt is gn st vi bin no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro wo oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi th de za na lb ts ht,True,BaiJamjuree-BoldItalic,True,common greek inherited latin thai unknown,100,"[('en', 'Bold Italic')]",False,False,200.0,100.0,,,,
289,otlayout:DFLT otlayout:latn otlayout:thai,False,False,"[('en', 'Bai Jamjuree'), ('en', 'Bai Jamjuree ExtraLight')]",CDK/BaiJamjuree-ExtraLight.ttf,TrueType,65536,CDK ,"[('en', 'Bai Jamjuree ExtraLight')]",0,an en ty gl tr smn kj hr mt is gn st vi bin no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro wo oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi th de za na lb ts ht,True,BaiJamjuree-ExtraLight,True,common greek inherited latin thai unknown,0,"[('en', 'ExtraLight'), ('en', 'Regular')]",False,False,47.5,100.0,,,,
290,otlayout:DFLT otlayout:latn otlayout:thai,False,False,"[('en', 'Bai Jamjuree'), ('en', 'Bai Jamjuree ExtraLight')]",CDK/BaiJamjuree-ExtraLightItalic.ttf,TrueType,65536,CDK ,"[('en', 'Bai Jamjuree ExtraLight Italic')]",0,an en ty gl tr smn kj hr mt is gn st vi bin no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro wo oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi th de za na lb ts ht,True,BaiJamjuree-ExtraLightItalic,True,common greek inherited latin thai unknown,100,"[('en', 'ExtraLight Italic'), ('en', 'Italic')]",False,False,47.5,100.0,,,,
291,otlayout:DFLT otlayout:latn otlayout:thai,False,False,"[('en', 'Bai Jamjuree')]",CDK/BaiJamjuree-Italic.ttf,TrueType,65536,CDK ,"[('en', 'Bai Jamjuree Italic')]",0,an en ty gl tr smn kj hr mt is gn st vi bin no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro wo oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi th de za na lb ts ht,True,BaiJamjuree-Italic,True,common greek inherited latin thai unknown,100,"[('en', 'Italic')]",False,False,80.0,100.0,,,,
292,otlayout:DFLT otlayout:latn otlayout:thai,False,False,"[('en', 'Bai Jamjuree'), ('en', 'Bai Jamjuree Light')]",CDK/BaiJamjuree-Light.ttf,TrueType,65536,CDK ,"[('en', 'Bai Jamjuree Light')]",0,an en ty gl tr smn kj hr mt is gn st vi bin no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro wo oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi th de za na lb ts ht,True,BaiJamjuree-Light,True,common greek inherited latin thai unknown,0,"[('en', 'Light'), ('en', 'Regular')]",False,False,50.0,100.0,,,,
293,otlayout:DFLT otlayout:latn otlayout:thai,False,False,"[('en', 'Bai Jamjuree'), ('en', 'Bai Jamjuree Light')]",CDK/BaiJamjuree-LightItalic.ttf,TrueType,65536,CDK ,"[('en', 'Bai Jamjuree Light Italic')]",0,an en ty gl tr smn kj hr mt is gn st vi bin no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro wo oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi th de za na lb ts ht,True,BaiJamjuree-LightItalic,True,common greek inherited latin thai unknown,100,"[('en', 'Light Italic'), ('en', 'Italic')]",False,False,50.0,100.0,,,,
294,otlayout:DFLT otlayout:latn otlayout:thai,False,False,"[('en', 'Bai Jamjuree'), ('en', 'Bai Jamjuree Medium')]",CDK/BaiJamjuree-Medium.ttf,TrueType,65536,CDK ,"[('en', 'Bai Jamjuree Medium')]",0,an en ty gl tr smn kj hr mt is gn st vi bin no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro wo oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi th de za na lb ts ht,True,BaiJamjuree-Medium,True,common greek inherited latin thai unknown,0,"[('en', 'Medium'), ('en', 'Regular')]",False,False,100.0,100.0,,,,
295,otlayout:DFLT otlayout:latn otlayout:thai,False,False,"[('en', 'Bai Jamjuree'), ('en', 'Bai Jamjuree Medium')]",CDK/BaiJamjuree-MediumItalic.ttf,TrueType,65536,CDK ,"[('en', 'Bai Jamjuree Medium Italic')]",0,an en ty gl tr smn kj hr mt is gn st vi bin no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro wo oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi th de za na lb ts ht,True,BaiJamjuree-MediumItalic,True,common greek inherited latin thai unknown,100,"[('en', 'Medium Italic'), ('en', 'Italic')]",False,False,100.0,100.0,,,,
296,otlayout:DFLT otlayout:latn otlayout:thai,False,False,"[('en', 'Bai Jamjuree')]",CDK/BaiJamjuree-Regular.ttf,TrueType,65536,CDK ,"[('en', 'Bai Jamjuree Regular')]",0,an en ty gl tr smn kj hr mt is gn st vi bin no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro wo oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi th de za na lb ts ht,True,BaiJamjuree-Regular,True,common greek inherited latin thai unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
297,otlayout:DFLT otlayout:latn otlayout:thai,False,False,"[('en', 'Bai Jamjuree'), ('en', 'Bai Jamjuree SemiBold')]",CDK/BaiJamjuree-SemiBold.ttf,TrueType,65536,CDK ,"[('en', 'Bai Jamjuree SemiBold')]",0,an en ty gl tr smn kj hr mt is gn st vi bin no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro wo oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi th de za na lb ts ht,True,BaiJamjuree-SemiBold,True,common greek inherited latin thai unknown,0,"[('en', 'SemiBold'), ('en', 'Regular')]",False,False,180.0,100.0,,,,
298,otlayout:DFLT otlayout:latn otlayout:thai,False,False,"[('en', 'Bai Jamjuree'), ('en', 'Bai Jamjuree SemiBold')]",CDK/BaiJamjuree-SemiBoldItalic.ttf,TrueType,65536,CDK ,"[('en', 'Bai Jamjuree SemiBold Italic')]",0,an en ty gl tr smn kj hr mt is gn st vi bin no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro wo oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi th de za na lb ts ht,True,BaiJamjuree-SemiBoldItalic,True,common greek inherited latin thai unknown,100,"[('en', 'SemiBold Italic'), ('en', 'Italic')]",False,False,180.0,100.0,,,,
299,otlayout:DFLT otlayout:gjr2 otlayout:gujr otlayout:latn,False,False,"[('en', 'Baloo Bhai')]",EKTF/BalooBhai-Regular.ttf,TrueType,94568,EKTF,"[('en', 'Baloo Bhai Regular')]",0,an en ty gl tr kj hr mt is gn st vi bin no wa af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi de za na lb gu ts ht,True,BalooBhai-Regular,True,common greek gujarati inherited latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
300,otlayout:DFLT otlayout:latn otlayout:ory2 otlayout:orya,False,False,"[('en', 'Baloo Bhaina')]",EKTF/BalooBhaina-Regular.ttf,TrueType,94568,EKTF,"[('en', 'Baloo Bhaina Regular')]",0,an en ty gl tr kj hr mt is or gn st vi bin no wa af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi de za na lb ts ht,True,BalooBhaina-Regular,True,common greek inherited latin oriya,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
301,otlayout:DFLT otlayout:latn otlayout:mlm2 otlayout:mlym,False,False,"[('en', 'Baloo Chettan')]",EKTF/BalooChettan-Regular.ttf,TrueType,94568,EKTF,"[('en', 'Baloo Chettan Regular')]",0,an en ty gl tr kj hr mt is gn st vi bin no wa af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs ml sm sc rw es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi de za na lb ts ht,True,BalooChettan-Regular,True,common greek inherited latin malayalam,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
302,otlayout:DFLT otlayout:beng otlayout:bng2 otlayout:latn,False,False,"[('en', 'Baloo Da')]",EKTF/BalooDa-Regular.ttf,TrueType,94568,EKTF,"[('en', 'Baloo Da Regular')]",0,an en ty gl tr kj hr mt is gn st vi bin no wa af kwm nr cy hsb co sk vo om mh as sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc bn rw es cs mg nso eo ca mni ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi de za na lb ts ht,True,BalooDa-Regular,True,bengali common greek inherited latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
303,otlayout:DFLT otlayout:gur2 otlayout:guru otlayout:latn,False,False,"[('en', 'Baloo Paaji')]",EKTF/BalooPaaji-Regular.ttf,TrueType,94568,EKTF,"[('en', 'Baloo Paaji Regular')]",0,an en ty gl tr kj hr mt is gn st vi bin no wa af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv pa ch qu ro oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi de za na lb ts ht,True,BalooPaaji-Regular,True,common greek gurmukhi inherited latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
304,otlayout:DFLT otlayout:dev2 otlayout:deva otlayout:latn,False,False,"[('en', 'Baloo')]",EKTF/Baloo-Regular.ttf,TrueType,94568,EKTF,"[('en', 'Baloo Regular')]",0,an en ty gl tr kj hr mt is gn st vi bin no wa af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb mai sw az-az sa doi ne sat et gd fil hi fr lv crh gv ch qu ro oc hne jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs kok sm sc rw es cs mg nso eo bh ca ig da io smj pt uz it sn brx fo ny ho eu ku-tr ia ie mr bho sg fj ast tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi de za na lb ts ht,True,Baloo-Regular,True,common devanagari greek inherited latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
305,otlayout:DFLT otlayout:knd2 otlayout:knda otlayout:latn,False,False,"[('en', 'Baloo Tamma')]",EKTF/BalooTamma-Regular.ttf,TrueType,94568,EKTF,"[('en', 'Baloo Tamma Regular')]",0,an en ty gl tr kj hr mt is gn st vi bin no wa af kwm nr cy hsb co sk vo om mh sma pap-an xh li kn vot nb sw az-az et gd fil fr lv crh gv ch qu ro oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi de za na lb ts ht,True,BalooTamma-Regular,True,common greek inherited kannada latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
306,otlayout:DFLT otlayout:latn otlayout:tel2 otlayout:telu,False,False,"[('en', 'Baloo Tammudu')]",EKTF/BalooTammudu-Regular.ttf,TrueType,94568,EKTF,"[('en', 'Baloo Tammudu Regular')]",0,an en ty gl tr kj hr mt is gn st vi bin no wa af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi de za na lb te ts ht,True,BalooTammudu-Regular,True,common greek inherited latin telugu,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
307,otlayout:DFLT otlayout:latn otlayout:taml otlayout:tml2,False,False,"[('en', 'Baloo Thambi')]",EKTF/BalooThambi-Regular.ttf,TrueType,94568,EKTF,"[('en', 'Baloo Thambi Regular')]",0,an en ty gl tr kj hr mt is gn st vi bin no wa af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil fr lv crh gv ch qu ro oc jv lt fi to zu nds rm ss ms sl pl rn csb so tn fur quz tk bs sm sc rw es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie ta sg fj ast tl hu yap kl ki fy wen pap-aw ng nn nl su id haw aa br ay sv sq bi de za na lb ts ht,True,BalooThambi-Regular,True,common greek inherited latin tamil,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
308,,False,False,"[('en', 'Bargee')]",Cakm/Bargee.ttf,TrueType,65536,Suz,"[('en', 'Bargee Expanded Regular')]",0,sw rw kj pap-aw ng su id io uz st sn ho eu ia kwm nr zu om ss ms za rn xh so ts fj,True,Bargee-ExpandedRegular,True,common latin,0,"[('en', 'Expanded Regular')]",False,False,80.0,125.0,,,,
309,otlayout:hang,False,False,"[('en', 'Batang'), ('ko', '바탕')]",HY/batang.ttc,TrueType,327680,HY  ,"[('en', 'Batang'), ('ko', '바탕')]",0,an el en gl tr smn kj hr mt is av st no wa se af lez kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw et gd fil sel fr lv crh gv ch wo oc ik ko jv lt fi zu kum bg nds rm ss ms sl pl rn csb so tn fur tk bs os ru sc rw la es cs mg nso eo ca da io smj pt uz ce it sn ny fo ho eu uk ku-tr ia ie sg fj lg tl hu yap kl ki fy wen pap-aw ng nn nl su id aa br ay sv sq bi sr de be za na lb ts ht,True,Batang,True,common cyrillic greek han hangul hiragana katakana latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
310,otlayout:hang,False,False,"[('en', 'BatangChe'), ('ko', '바탕체')]",HY/batang.ttc,TrueType,327680,HY  ,"[('en', 'BatangChe'), ('ko', '바탕체')]",1,an el en gl tr smn kj hr mt is av st no wa se af lez kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw et gd fil sel fr lv crh gv ch wo oc ik ko jv lt fi zu kum bg nds rm ss ms sl pl rn csb so tn fur tk bs os ru sc rw la es cs mg nso eo ca da io smj pt uz ce it sn ny fo ho eu uk ku-tr ia ie sg fj lg tl hu yap kl ki fy wen pap-aw ng nn nl su id aa br ay sv sq bi sr de be za na lb ts ht,True,BatangChe,True,common cyrillic greek han hangul hiragana katakana latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,90.0,
311,otlayout:khmr,False,False,"[('en', 'Battambang')]",HL/Suwannaphum.ttf,TrueType,131072,HL  ,"[('en', 'Battambang')]",0,km,True,Battambang,True,common khmer,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
312,otlayout:khmr,False,False,"[('en', 'Battambang')]",HL/Battambang-Regular.ttf,TrueType,131138,HL  ,"[('en', 'Battambang Regular')]",0,km,True,Battambang-Regular,True,common khmer,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
313,,False,False,"[('en', 'Baybayin Lopez')]",PGM/BayLopez.ttf,TrueType,65536,PGM,"[('en', 'Baybayin Lopez')]",0,tl an ts yap sw en sc gl et gd rw kj fil pap-aw es mg ng nso nl su id smj io aa br gv pt ch st uz it oc sn wa jv ay eu ho bi sq sv fi ia kwm nr zu so ie rm vot vo om ss ms za sg rn sma pap-an xh li tn ht fur fj,True,BaybayinLopez,True,common latin tagalog,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
314,otlayout:khmr otlayout:latn,False,False,"[('en', 'Bayon')]",HL/Bayon.ttf,TrueType,393216,HL  ,"[('en', 'Bayon')]",0,km,True,Bayon,True,common khmer,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
315,otlayout:khmr otlayout:latn,False,False,"[('en', 'Bayon')]",HL/Bayon-Regular.ttf,TrueType,393282,HL  ,"[('en', 'Bayon Regular')]",0,km,True,Bayon-Regular,True,common khmer,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
316,otlayout:DFLT otlayout:hebr otlayout:latn,False,False,"[('en', 'Bellefair')]",UKWN/Bellefair-Regular.ttf,TrueType,65732,UKWN,"[('en', 'Bellefair Regular')]",0,an en gl tr smn kj hr mt is st no wa se af he kwm nr hsb co sk vo om mh sma pap-an xh li vot nb sw et gd fil fr lv crh gv ch ro wo oc jv lt fi zu nds rm ss ms sl pl rn csb so tn fur tk bs sc rw la es cs mg nso eo ca da io smj pt uz it sn ny fo ho eu ku-tr ia ie yi sg fj lg tl hu yap kl ki fy wen pap-aw ng nn nl su id aa br ay sv sq bi de za na lb ts ht,True,Bellefair-Regular,True,common greek hebrew inherited latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
317,otlayout:sinh,False,False,"[('e', 'BhashitaComplex'), ('n', 'ICTA Large Font')]",MACR/625_LBhashitaComplex.ttf,TrueType,65536,MACR,"[('e', 'BhashitaComplex'), ('n', 'ICTA Large Font')]",0,si,True,BhashitaComplex,True,common inherited latin sinhala unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
318,otlayout:sinh,False,False,"[('e', 'BhashitaComplexSans'), ('n', 'ICTA Large Font')]",MACR/625_LBhashitaComplexSans.ttf,TrueType,65536,MACR,"[('e', 'BhashitaComplexSans'), ('n', 'ICTA Large Font')]",0,si,True,BhashitaComplexSans,True,common inherited latin sinhala unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
319,otlayout:DFLT otlayout:armn otlayout:cyrl otlayout:dev2 otlayout:deva otlayout:grek otlayout:latn,False,False,"[('en', 'Bhavuka')]",ACE/Bhavuka-Regular.ttf,TrueType,131072,ACE ,"[('en', 'Bhavuka Regular')]",0,an en ty gl tr smn kj hr mt is gn st bin no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb mai sw sa doi ne sat et gd fil hi fr lv nv crh gv ch ro wo oc hne jv lt fi zu nds rm ss ms sl pl rn csb so tn fur tk bs kok sc rw la es cs mg nso eo bh ca ig da io smj pt uz it sn brx fo ny ho eu ku-tr ia ie mr bho sg fj lg tl hu yap kl ki fy wen pap-aw ng nn nl su id aa br ay sv sq bi kw de za na lb ts ht,True,Bhavuka-Regular,True,armenian common devanagari greek inherited latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
320,,False,False,"[('en', 'Bikol Mintz')]",PGM/BikMintz.ttf,TrueType,196608,PGM,"[('en', 'Bikol Mintz')]",0,sw rw kj ng io uz st sn ho ia kwm nr zu om ss ms za rn xh so ts fj,True,BikolMintz,True,common latin tagalog,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
321,otlayout:DFLT otlayout:dev2 otlayout:deva otlayout:latn,False,False,"[('en', 'Biryani'), ('en', 'Biryani Black')]",TOFF/Biryani-Black.ttf,TrueType,65798,toff,"[('en', 'Biryani Black')]",0,an en gl tr smn kj hr mt is st no wa se kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb mai sw sa doi ne sat et gd fil hi fr lv crh gv ch ro wo oc hne jv lt fi zu nds rm ss ms sl pl rn csb so tn fur tk bs kok sc rw es cs mg nso bh ca da io smj pt uz it sn brx fo ny ho eu ku-tr ia ie mr bho sg fj lg tl hu yap fy wen pap-aw ng nn nl su id aa br ay sv sq bi de za lb ts ht,True,Biryani-Black,True,common devanagari inherited latin,0,"[('en', 'Black'), ('en', 'Regular')]",False,False,210.0,100.0,,,,
322,otlayout:DFLT otlayout:dev2 otlayout:deva otlayout:latn,False,False,"[('en', 'Biryani')]",TOFF/Biryani-Bold.ttf,TrueType,65798,toff,"[('en', 'Biryani Bold')]",0,an en gl tr smn kj hr mt is st no wa se kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb mai sw sa doi ne sat et gd fil hi fr lv crh gv ch ro wo oc hne jv lt fi zu nds rm ss ms sl pl rn csb so tn fur tk bs kok sc rw es cs mg nso bh ca da io smj pt uz it sn brx fo ny ho eu ku-tr ia ie mr bho sg fj lg tl hu yap fy wen pap-aw ng nn nl su id aa br ay sv sq bi de za lb ts ht,True,Biryani-Bold,True,common devanagari inherited latin,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
323,otlayout:DFLT otlayout:dev2 otlayout:deva otlayout:latn,False,False,"[('en', 'Biryani'), ('en', 'Biryani ExtraBold')]",TOFF/Biryani-ExtraBold.ttf,TrueType,65798,toff,"[('en', 'Biryani ExtraBold')]",0,an en gl tr smn kj hr mt is st no wa se kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb mai sw sa doi ne sat et gd fil hi fr lv crh gv ch ro wo oc hne jv lt fi zu nds rm ss ms sl pl rn csb so tn fur tk bs kok sc rw es cs mg nso bh ca da io smj pt uz it sn brx fo ny ho eu ku-tr ia ie mr bho sg fj lg tl hu yap fy wen pap-aw ng nn nl su id aa br ay sv sq bi de za lb ts ht,True,Biryani-ExtraBold,True,common devanagari inherited latin,0,"[('en', 'ExtraBold'), ('en', 'Regular')]",False,False,205.0,100.0,,,,
